고유번호,구명,정원수,위도,경도
569,전주시 덕진구,13,35.85803894,127.1500749
570,전주시 덕진구,20,35.84396945,127.0573225
571,전주시 덕진구,20,35.84396945,127.0573225
572,전주시 덕진구,20,35.84571307,127.0589108
573,전주시 덕진구,20,36.42997701,127.3821458
574,전주시 덕진구,20,35.87207631,127.1322083
575,전주시 덕진구,20,35.87801123,127.1331095
576,전주시 덕진구,17,35.83851127,127.0746896
577,전주시 덕진구,20,35.84818484,127.0797107
578,전주시 덕진구,20,35.83342668,127.1640356
579,전주시 덕진구,99,35.85985689,127.0945292
580,전주시 덕진구,110,35.837298,127.0721794
581,전주시 덕진구,20,35.84544302,127.1539024
582,전주시 덕진구,80,35.84788528,127.1411043
583,전주시 덕진구,60,35.8411407,127.1315899
584,군산시,156,35.97453131,126.6789595
585,군산시,123,35.97242762,126.7005254
586,군산시,67,35.98454444,126.7028839
587,군산시,72,35.92506647,126.6425045
588,군산시,56,35.97553037,126.7089427
589,군산시,23,36.03566324,126.5537701
590,군산시,91,35.97523759,126.7160245
591,군산시,30,35.98315598,126.7116305
592,군산시,65,35.96337198,126.7233376
593,군산시,86,35.96581317,126.7085311
594,군산시,48,35.94144394,126.6895326
595,군산시,56,35.98805951,126.6976865
596,군산시,226,35.95875471,126.7123526
597,군산시,99,35.98746696,126.7869945
598,군산시,99,35.97684889,126.7311977
599,군산시,76,35.96424927,126.764211
600,군산시,99,35.92396695,126.6858406
601,군산시,84,35.96013514,126.6637742
602,군산시,91,35.97056055,126.6949864
603,군산시,99,35.97380984,126.7387087
604,군산시,72,35.97108833,126.7060048
605,군산시,61,35.99039547,126.8686601
606,군산시,80,35.91085262,126.7575025
607,군산시,80,35.9548789,126.7953894
608,군산시,61,35.98750874,126.849778
609,군산시,85,35.97958921,126.6993813
610,군산시,58,35.97971586,126.6991399
611,군산시,37,35.96061024,126.6875754
612,군산시,81,37.35645015,126.8516473
613,군산시,150,35.96056083,126.7118416
614,군산시,86,35.94691161,126.815183
615,군산시,40,35.93223024,126.7207344
616,군산시,84,37.1438704,128.2115252
617,군산시,244,35.97440614,126.7366649
618,군산시,52,35.96040682,126.6987798
619,군산시,61,37.57249319,127.0021421
620,군산시,97,35.94593136,126.8202455
621,군산시,52,35.96490257,126.696823
622,군산시,62,37.75788795,126.7775524
623,군산시,97,37.35941534,127.9548445
624,군산시,59,35.97204262,126.7098432
625,군산시,127,35.96424138,126.6765434
626,군산시,97,35.9716363,126.69341
627,군산시,52,35.97071718,126.7151887
628,군산시,139,35.96285144,126.6778301
629,군산시,119,37.35560478,126.847443
630,군산시,29,35.97271639,126.7079544
631,군산시,49,35.9543112,126.7075921
632,군산시,44,35.97622629,126.7054292
633,군산시,72,35.97882206,126.7313218
634,군산시,57,35.97844512,126.7176434
635,군산시,134,35.97036917,126.7102393
636,군산시,128,35.97400514,126.7425465
637,군산시,96,35.97219356,126.7025863
638,군산시,109,35.97449176,126.7137637
639,군산시,94,35.97087932,126.7047899
640,군산시,100,35.9706318,126.7019661
641,군산시,91,35.97380579,126.6957261
642,군산시,36,35.96276724,126.7046166
643,군산시,44,35.96163904,126.6763693
644,군산시,113,35.95748634,126.6753701
645,군산시,138,35.96932429,126.7028369
646,군산시,49,35.96419619,126.6985095
647,군산시,125,35.94529578,126.7078956
648,군산시,99,35.96135754,126.6763188
649,군산시,36,35.97407976,126.7044852
650,군산시,64,35.96092477,126.6782973
651,군산시,85,35.974324,126.745631
652,군산시,39,35.94264099,126.6869398
653,군산시,24,35.97646744,126.67752
654,군산시,112,35.97088209,126.7193901
655,군산시,97,35.96873118,126.7116266
656,군산시,125,35.95572517,126.7124499
657,군산시,192,35.96757986,126.6821244
658,군산시,57,35.97672719,126.7069692
659,군산시,140,35.96041852,126.6997078
660,군산시,39,35.97914788,126.7546895
661,군산시,97,35.9586546,126.6761352
662,군산시,63,35.96437656,126.6779157
663,군산시,78,35.9715002,126.7166486
664,군산시,138,35.97402377,126.6814409
665,군산시,81,35.97221492,126.741034
666,군산시,99,35.97600315,126.7109886
667,군산시,42,37.04344306,127.9239207
668,군산시,65,35.97092064,126.7276315
669,군산시,195,35.94584532,126.68992
670,군산시,129,35.97121048,126.7149084
671,군산시,36,35.97040233,126.7164243
672,군산시,47,35.97188412,126.6966287
673,군산시,32,35.96490142,126.7000256
674,군산시,69,35.97314477,126.7189057
675,군산시,47,35.97380579,126.6957261
676,군산시,27,35.95518216,126.7089663
677,군산시,37,35.96222316,126.7141421
678,군산시,38,35.96300274,126.7138426
679,군산시,31,35.96778566,126.7193642
680,군산시,30,35.96070067,126.7200925
681,군산시,32,35.96472729,126.7245668
682,군산시,36,35.96932248,126.7201926
683,군산시,89,35.97137856,126.7220905
684,군산시,51,37.5827229,126.9996029
685,군산시,46,35.96943732,126.7175475
686,군산시,84,35.9426199,126.6948523
687,군산시,42,37.58338956,127.0013221
688,군산시,52,35.96058107,126.736367
689,군산시,36,35.94437955,126.6882144
690,군산시,25,35.98094783,126.6767179
691,군산시,40,36.78385049,127.8632711
692,군산시,52,35.966926,126.5651869
693,군산시,40,35.97241371,126.7243566
694,군산시,39,35.96507104,126.6998822
695,군산시,32,35.97175967,126.7203367
696,군산시,40,34.4433706,126.5022436
697,군산시,40,35.9581525,126.72892
698,군산시,41,35.98788051,126.7763309
699,군산시,50,35.96659064,126.6799108
700,군산시,48,37.5378811,126.7201927
701,군산시,42,35.96136493,126.7251827
702,군산시,44,37.53746847,126.7220322
703,군산시,47,35.96347965,126.7347433
704,군산시,46,35.94762509,126.714858
705,군산시,26,35.95544013,126.7097247
706,군산시,55,35.96805975,126.7247449
707,군산시,47,36.78474391,127.0117402
708,군산시,20,35.96212617,126.7184058
709,군산시,20,35.96300274,126.7138426
710,군산시,20,35.97392303,126.7455395
711,군산시,19,35.977155,126.6850883
712,군산시,14,35.96094541,126.702836
713,군산시,20,35.96070067,126.7200925
714,군산시,20,35.96070067,126.7200925
715,군산시,20,35.96920354,126.7286388
716,군산시,20,35.96276724,126.7046166
717,군산시,20,35.9702901,126.742264
718,군산시,19,35.97886259,126.7192648
719,군산시,19,35.96932429,126.7028369
720,군산시,19,35.96678105,126.712098
721,군산시,20,35.96583424,126.6997888
722,군산시,17,35.94144394,126.6895326
723,군산시,19,35.96678105,126.712098
724,군산시,20,35.95927553,126.7030598
725,군산시,17,35.96265793,126.7008735
726,군산시,19,35.98568178,126.6928569
727,군산시,20,35.95927553,126.7030598
728,군산시,14,35.96094541,126.702836
729,군산시,20,35.96020776,126.7035321
730,군산시,20,35.96547679,126.7040597
731,군산시,14,35.96041852,126.6997078
732,군산시,19,35.95802599,126.7018723
733,군산시,20,35.9663285,126.7026188
734,군산시,18,35.9663285,126.7026188
735,군산시,13,35.94437955,126.6882144
736,군산시,20,35.9601811,126.6970783
737,군산시,19,35.97886259,126.7192648
738,군산시,19,35.95993082,126.7109235
739,군산시,20,36.17188657,127.7850017
740,군산시,17,35.97517003,126.6820451
741,군산시,17,35.97040233,126.7164243
742,군산시,13,35.95797951,126.7004684
743,군산시,20,35.94110693,126.6918273
744,군산시,19,37.5378811,126.7201927
745,군산시,16,35.94437955,126.6882144
746,군산시,20,35.96854273,126.7033803
747,군산시,20,35.94531341,126.6920538
748,군산시,19,35.977155,126.6850883
749,군산시,20,35.9601811,126.6970783
750,군산시,20,35.95648824,126.7073373
751,군산시,20,35.95819982,126.7028829
752,군산시,17,35.95886133,126.6988345
753,군산시,19,35.9663285,126.7026188
754,군산시,19,35.96678105,126.712098
755,군산시,20,35.96825797,126.7083542
756,군산시,20,35.9601811,126.6970783
757,군산시,19,35.98094783,126.6767179
758,군산시,20,35.96265793,126.7008735
759,군산시,19,35.98094783,126.6767179
760,군산시,19,35.98094783,126.6767179
761,군산시,19,35.96809831,126.6863565
762,군산시,20,35.96901583,126.7260662
763,군산시,18,35.97951318,126.7392293
764,군산시,20,35.96277801,126.7003816
765,군산시,20,35.96581355,126.7093961
766,군산시,20,35.96472729,126.7245668
767,군산시,20,35.98568178,126.6928569
768,군산시,11,35.95771892,126.6994442
769,군산시,20,35.96932248,126.7201926
770,군산시,20,35.98572586,126.7085402
771,군산시,20,35.96932248,126.7201926
772,군산시,19,35.96809831,126.6863565
773,군산시,13,35.95886133,126.6988345
774,군산시,19,35.98568178,126.6928569
775,군산시,18,35.94550224,126.6933998
776,군산시,20,35.96237905,126.7199032
777,군산시,13,35.96825797,126.7083542
778,군산시,20,35.96932248,126.7201926
779,군산시,13,35.96825797,126.7083542
780,군산시,13,35.98481795,126.7429979
781,군산시,17,35.97966929,126.6794519
782,군산시,13,35.94144394,126.6895326
783,군산시,19,36.54736721,127.1404461
784,군산시,20,35.96472729,126.7245668
785,군산시,19,37.33316844,126.8572706
786,군산시,20,35.96141924,126.7138702
787,군산시,19,36.54736721,127.1404461
788,군산시,20,35.94259567,126.6926312
789,군산시,13,35.96825797,126.7083542
790,군산시,16,35.94144394,126.6895326
791,군산시,20,35.94259567,126.6926312
792,군산시,17,37.5378811,126.7201927
793,군산시,20,35.96307694,126.5692642
794,군산시,20,35.96285577,126.6996906
795,군산시,19,35.97433088,126.7190956
796,군산시,13,35.96825797,126.7083542
797,군산시,20,37.58338956,127.0013221
798,군산시,20,35.96581317,126.7085311
799,군산시,14,37.35880934,127.9542512
800,군산시,20,35.96136493,126.7251827
801,군산시,20,37.29174982,127.5651808
802,군산시,20,35.96581317,126.7085311
803,군산시,10,35.97646744,126.67752
804,군산시,62,35.96838163,126.7009625
805,군산시,30,35.9567178,126.7144528
806,군산시,26,35.96689413,126.7109994
807,익산시,46,35.9324253,126.9710238
808,익산시,99,35.94678577,126.9591895
809,익산시,70,35.95741178,126.9854571
810,익산시,91,35.94812046,126.9535892
811,익산시,77,35.94703854,126.9598849
812,익산시,79,35.93747957,126.9675527
813,익산시,29,35.95949366,126.9940739
814,익산시,40,35.94124243,126.9287259
815,익산시,45,35.9295436,126.9644505
816,익산시,38,35.94805581,126.9374397
817,익산시,60,35.92688107,126.955317
818,익산시,48,35.97408531,126.9985382
819,익산시,74,36.00750184,126.9455453
820,익산시,60,35.95022374,126.9561336
821,익산시,99,35.92130157,126.9345245
822,익산시,82,35.94640606,127.0022535
823,익산시,86,36.08158397,126.9630682
824,익산시,89,36.03912937,127.0078998
825,익산시,97,36.01766217,126.9436408
826,익산시,49,35.94142079,126.971438
827,익산시,89,36.06118222,126.9069596
828,익산시,79,35.93189775,126.956528
829,익산시,30,36.12260363,126.9568257
830,익산시,60,35.99357581,126.9691505
831,익산시,89,35.93066549,127.0181495
832,익산시,85,35.94438129,126.9315358
833,익산시,80,35.99061712,127.0465674
834,익산시,49,35.93978665,126.9634115
835,익산시,70,35.96285711,126.9522421
836,익산시,79,36.06094884,127.0854885
837,익산시,81,35.9475477,126.9938268
838,익산시,79,35.95087676,126.9851705
839,익산시,35,35.94760528,126.9512399
840,익산시,58,35.93431087,126.946182
841,익산시,63,36.00203279,126.9437798
842,익산시,83,36.07770646,126.9636512
843,익산시,42,35.96737723,127.0905235
844,익산시,45,35.93744726,127.0856666
845,익산시,58,35.93623196,126.9589493
846,익산시,90,35.99044003,127.051202
847,익산시,77,35.96780245,126.9504148
848,익산시,70,35.94776033,126.9669449
849,익산시,92,35.95665251,126.9590391
850,익산시,141,35.96227087,126.9851484
851,익산시,60,36.08031947,126.966451
852,익산시,144,35.964241,126.9494805
853,익산시,92,35.95439781,126.97085
854,익산시,36,35.930452,126.9596871
855,익산시,72,35.95486477,126.9919714
856,익산시,72,36.76772063,127.7562691
857,익산시,49,35.95007451,126.9908898
858,익산시,31,35.95831686,126.9976812
859,익산시,137,35.94616654,126.9395568
860,익산시,75,35.9347825,126.9537531
861,익산시,78,35.93009852,126.9677158
862,익산시,112,35.95107606,126.9750281
863,익산시,108,35.93200693,126.9688278
864,익산시,103,35.95028477,126.9436458
865,익산시,79,35.93024023,126.9706698
866,익산시,47,35.93538931,126.969235
867,익산시,36,35.95153096,126.9731378
868,익산시,38,35.96593292,126.9746589
869,익산시,118,35.95242184,126.9507181
870,익산시,92,35.94970341,126.9343091
871,익산시,90,35.96963613,126.9849669
872,익산시,78,35.96465965,126.9834278
873,익산시,79,35.93736009,126.9508912
874,익산시,99,36.08221381,126.9676615
875,익산시,76,35.9478621,126.9477357
876,익산시,61,35.95099524,126.9700231
877,익산시,75,35.95845841,126.9640826
878,익산시,28,35.95741289,126.9842118
879,익산시,98,35.96033557,126.9996756
880,익산시,54,35.91649152,126.9801642
881,익산시,136,35.95164658,126.9407261
882,익산시,32,35.95925989,126.9842196
883,익산시,36,35.9626784,126.9843472
884,익산시,163,35.97149392,127.0253784
885,익산시,200,35.94926888,126.9709909
886,익산시,148,35.93003004,126.9732611
887,익산시,169,35.93788201,126.9391221
888,익산시,71,35.96004054,126.9653459
889,익산시,49,35.96463054,126.9373146
890,익산시,48,35.99855901,126.9441986
891,익산시,57,35.95817916,126.9917964
892,익산시,31,35.960329,126.972515
893,익산시,99,35.96239896,126.9733128
894,익산시,77,35.96585645,127.0919853
895,익산시,68,35.90451992,127.013817
896,익산시,43,35.95320637,126.9766088
897,익산시,64,35.95346781,126.9715641
898,익산시,161,35.95814449,126.987854
899,익산시,30,35.95682625,126.9549737
900,익산시,23,35.96250551,126.9924554
901,익산시,24,35.9563309,126.9807875
902,익산시,27,35.95534184,126.9816944
903,익산시,33,35.9295436,126.9644505
904,익산시,28,35.96353775,126.9786225
905,익산시,32,35.95672828,126.9357469
906,익산시,38,35.95113565,126.9329774
907,익산시,30,35.94805409,126.9317941
908,익산시,61,35.94553264,126.9312496
909,익산시,39,35.95266488,126.9376784
910,익산시,49,36.07626675,126.963029
911,익산시,196,35.94659446,126.9355934
912,익산시,28,35.96388667,126.9864303
913,익산시,42,35.94747075,126.9464231
914,익산시,38,35.9448483,126.9297962
915,익산시,36,35.95827961,126.9620595
916,익산시,40,36.32727725,127.4128227
917,익산시,32,36.32680851,127.4111889
918,익산시,40,35.95524288,126.9363111
919,익산시,46,35.95325,126.9844593
920,익산시,19,35.96375315,127.0155112
921,익산시,18,36.32727725,127.4128227
922,익산시,14,35.95573336,126.9874358
923,익산시,13,35.96060041,126.9795165
924,익산시,19,35.95411714,126.9738886
925,익산시,18,35.95160227,126.9757949
926,익산시,12,35.9563309,126.9807875
927,익산시,19,35.94747075,126.9464231
928,익산시,20,35.95430242,126.9888553
929,익산시,15,35.95629851,126.9881467
930,익산시,13,35.95266488,126.9376784
931,익산시,19,35.94556532,126.9413751
932,익산시,19,35.95223619,126.9429954
933,익산시,19,35.96002268,126.9854564
934,익산시,11,35.96353775,126.9786225
935,익산시,11,35.9563309,126.9807875
936,익산시,13,35.9626784,126.9843472
937,익산시,12,35.96336767,126.9735807
938,익산시,19,35.94347491,126.964372
939,익산시,20,35.95411714,126.9738886
940,익산시,19,35.95411714,126.9738886
941,익산시,19,35.95223619,126.9429954
942,익산시,13,35.9262576,126.9602268
943,익산시,19,35.94556532,126.9413751
944,익산시,20,35.95041691,126.9587736
945,익산시,20,35.95884002,126.9974592
946,익산시,19,35.96375315,127.0155112
947,익산시,14,35.96281766,126.9851948
948,익산시,18,35.95817916,126.9917964
949,익산시,20,35.96375315,127.0155112
950,익산시,19,35.94020944,126.9380106
951,익산시,18,35.95160227,126.9757949
952,익산시,13,35.9626784,126.9843472
953,익산시,19,35.94347491,126.964372
954,익산시,12,35.95534184,126.9816944
955,익산시,12,35.96353775,126.9786225
956,익산시,19,35.96034109,126.9738058
957,익산시,15,35.95490925,126.9881439
958,익산시,18,35.96034109,126.9738058
959,익산시,20,35.96152185,126.9796315
960,익산시,20,35.94495639,126.9653487
961,익산시,14,35.95611975,126.9767823
962,익산시,20,35.95068295,126.9742169
963,익산시,19,35.93237306,126.9410804
964,익산시,12,35.96336767,126.9735807
965,익산시,15,35.96353775,126.9786225
966,익산시,19,35.96034109,126.9738058
967,익산시,20,35.9565496,126.9707805
968,익산시,19,35.96152185,126.9796315
969,익산시,20,35.94803487,126.9405586
970,익산시,15,35.960329,126.972515
971,익산시,20,35.95430242,126.9888553
972,익산시,19,35.9295459,126.9584011
973,익산시,19,36.32727725,127.4128227
974,익산시,20,35.95662915,126.9750795
975,익산시,13,35.96250551,126.9924554
976,익산시,14,35.9626784,126.9843472
977,익산시,12,35.95629851,126.9881467
978,익산시,19,35.95831686,126.9976812
979,익산시,19,35.9565496,126.9707805
980,익산시,18,35.94504344,126.9385469
981,익산시,11,35.95534184,126.9816944
982,익산시,16,35.95587354,126.9808929
983,익산시,12,35.96336767,126.9735807
984,익산시,14,35.9626784,126.9843472
985,익산시,20,35.96034109,126.9738058
986,익산시,19,35.94803487,126.9405586
987,익산시,14,35.93237306,126.9410804
988,익산시,20,35.93519856,126.9687132
989,익산시,20,35.95661005,126.9726135
990,익산시,20,35.95847279,126.9986084
991,익산시,20,35.9571466,126.9948299
992,익산시,19,35.9406234,126.9368368
993,익산시,19,35.95611975,126.9767823
994,익산시,11,35.95925989,126.9842196
995,익산시,19,35.95831686,126.9976812
996,익산시,19,35.94747075,126.9464231
997,익산시,19,35.95936295,126.9998853
998,익산시,19,35.94020944,126.9380106
999,익산시,20,35.96075641,126.9865305
1000,익산시,19,35.94694642,126.9431268
1001,익산시,19,35.92725492,126.959696
1002,익산시,11,35.95534184,126.9816944
1003,익산시,20,35.93858708,126.9390008
1004,익산시,20,35.95430242,126.9888553
1005,익산시,19,35.96034109,126.9738058
1006,익산시,19,35.96060041,126.9795165
1007,익산시,14,35.9626784,126.9843472
1008,익산시,20,35.94556532,126.9413751
1009,익산시,19,35.94744607,126.9420084
1010,익산시,19,35.9580167,126.9910137
1011,익산시,20,35.9479119,126.9689143
1012,익산시,16,35.95411714,126.9738886
1013,익산시,13,35.94556532,126.9413751
1014,익산시,19,35.95868185,126.9928031
1015,익산시,14,35.95741289,126.9842118
1016,익산시,19,35.95611975,126.9767823
1017,익산시,19,35.95831686,126.9976812
1018,익산시,19,35.9479119,126.9689143
1019,익산시,19,35.96152185,126.9796315
1020,익산시,99,35.9642367,126.9579629
1021,익산시,77,35.94928184,126.9786275
1022,익산시,27,35.99860811,127.0639604
1023,익산시,39,36.06420629,127.0679234
1024,익산시,45,35.93840662,126.9333487
1025,정읍시,45,35.56437045,126.8356294
1026,정읍시,63,35.54916815,126.8391702
1027,정읍시,30,35.59529684,126.8215303
1028,정읍시,80,35.56962863,126.8463618
1029,정읍시,65,35.57137492,126.8319251
1030,정읍시,20,35.69410081,126.8851266
1031,정읍시,85,35.58325769,126.8541349
1032,정읍시,98,35.6141504,126.8893506
1033,정읍시,84,35.59810083,126.8652868
1034,정읍시,50,35.53839109,126.8906505
1035,정읍시,79,35.60240313,126.9922921
1036,정읍시,39,35.60363682,126.7787366
1037,정읍시,92,35.55713029,126.8687635
1038,정읍시,91,35.612015,126.835798
1039,정읍시,48,35.58317014,126.8634211
1040,정읍시,49,35.612015,126.835798
1041,정읍시,83,35.58317014,126.8634211
1042,정읍시,92,35.55770107,126.8727888
1043,정읍시,99,35.61763281,126.8661638
1044,정읍시,48,35.62113101,126.9024134
1045,정읍시,40,35.59454626,126.8627602
1046,정읍시,21,35.66005427,126.9706419
1047,정읍시,52,35.6500056,126.9451999
1048,정읍시,21,36.76945088,127.2387046
1049,정읍시,49,37.32918905,126.8192427
1050,정읍시,104,35.58405792,126.8575765
1051,정읍시,50,35.68617958,126.8912779
1052,정읍시,57,35.55873373,126.8742
1053,정읍시,39,35.60575064,126.8412257
1054,정읍시,30,35.57672558,126.8523855
1055,정읍시,49,35.56545187,126.8377883
1056,정읍시,79,35.56029982,126.8656672
1057,정읍시,56,35.58753058,126.8806236
1058,정읍시,39,35.55834369,126.8645077
1059,정읍시,49,35.57817439,126.8533994
1060,정읍시,39,35.55941293,126.8626989
1061,정읍시,199,35.5843403,126.8647871
1062,정읍시,99,35.58328057,126.865037
1063,정읍시,39,37.10835923,128.0284988
1064,정읍시,99,35.58131126,126.852441
1065,정읍시,134,35.55655828,126.8729268
1066,정읍시,64,35.55520732,126.8789716
1067,정읍시,99,35.68634561,126.8942227
1068,정읍시,161,35.55431567,126.8618639
1069,정읍시,49,35.56121638,126.861553
1070,정읍시,66,35.58396952,126.8595146
1071,정읍시,24,35.55652969,126.8761962
1072,정읍시,27,35.55382229,126.866583
1073,정읍시,21,35.55800599,126.8543907
1074,정읍시,19,35.55830483,126.8728491
1075,정읍시,20,35.56730314,126.8583111
1076,정읍시,13,35.56018842,126.875935
1077,정읍시,16,35.57635563,126.8576567
1078,정읍시,16,35.57635563,126.8576567
1079,정읍시,16,37.29785292,126.8634082
1080,정읍시,16,35.57207694,126.8659433
1081,정읍시,20,35.55727065,126.8718013
1082,정읍시,13,35.55873373,126.8742
1083,정읍시,18,35.56307925,126.8693623
1084,정읍시,13,35.57635563,126.8576567
1085,정읍시,13,35.58332078,126.8546576
1086,정읍시,20,35.57199404,126.8433174
1087,정읍시,13,36.85340393,127.4430078
1088,정읍시,13,35.55873373,126.8742
1089,정읍시,19,35.56264775,126.8730369
1090,정읍시,19,35.55802056,126.8759638
1091,정읍시,10,35.69463399,126.8927329
1092,정읍시,13,35.55873373,126.8742
1093,정읍시,20,35.55459998,126.8624496
1094,정읍시,20,35.55802056,126.8759638
1095,정읍시,20,35.58654628,126.8593987
1096,정읍시,18,35.55830483,126.8728491
1097,정읍시,20,35.56590484,126.8640835
1098,정읍시,20,37.01366287,127.2354065
1099,정읍시,39,35.56932723,126.8562986
1100,남원시,61,35.4295436,127.3255634
1101,남원시,31,35.4205391,127.3940255
1102,남원시,49,35.47233115,127.4615885
1103,남원시,99,35.41725149,127.3801281
1104,남원시,164,35.40545641,127.364278
1105,남원시,49,35.4222569,127.3995715
1106,남원시,49,36.07866613,126.7008484
1107,남원시,49,35.33660546,127.317871
1108,남원시,98,35.40641745,127.3863074
1109,남원시,64,35.39744858,127.3757476
1110,남원시,34,35.42217157,127.4243996
1111,남원시,55,35.43530483,127.5296468
1112,남원시,52,35.5084971,127.611936
1113,남원시,92,35.46005205,127.6022112
1114,남원시,99,35.4175082,127.3954475
1115,남원시,47,35.40854532,127.5318712
1116,남원시,99,35.4187534,127.394199
1117,남원시,25,35.42785276,127.4114975
1118,남원시,98,35.40944245,127.3807137
1119,남원시,160,35.42074766,127.4035264
1120,남원시,71,35.42688523,127.4096856
1121,남원시,90,35.42357425,127.4075032
1122,남원시,99,35.41686556,127.394815
1123,남원시,61,35.40707582,127.3776852
1124,남원시,88,35.41332058,127.369439
1125,남원시,92,35.47979407,127.5902063
1126,남원시,74,35.42050191,127.3992854
1127,남원시,99,35.41871526,127.3986503
1128,남원시,61,36.34818775,127.4553031
1129,남원시,91,35.40932123,127.3835589
1130,남원시,49,35.41419309,127.3916812
1131,남원시,39,35.41755061,127.6301464
1132,남원시,70,37.3613811,126.8773344
1133,남원시,39,35.42688523,127.4096856
1134,남원시,68,35.41080537,127.3813582
1135,남원시,46,35.4124549,127.3885861
1136,남원시,60,37.47782145,126.8632444
1137,남원시,49,35.42472027,127.402857
1138,남원시,39,35.40382197,127.3724338
1139,남원시,45,35.39972015,127.3677296
1140,남원시,27,35.42342034,127.4062095
1141,남원시,19,35.41793721,127.3988507
1142,남원시,17,35.42032837,127.4014987
1143,남원시,20,35.42625558,127.4021229
1144,남원시,19,35.41152778,127.3857549
1145,남원시,19,35.4173413,127.3826849
1146,남원시,20,35.41891215,127.4032535
1147,남원시,16,35.41793721,127.3988507
1148,남원시,13,35.41686556,127.394815
1149,남원시,18,35.41891215,127.4032535
1150,남원시,17,35.41793721,127.3988507
1151,남원시,20,35.41891215,127.4032535
1152,남원시,17,35.4173413,127.3826849
1153,남원시,20,35.41338486,127.385442
1154,남원시,17,35.41677683,127.3989694
1155,남원시,20,35.41930594,127.4018166
1156,남원시,18,35.41147073,127.381726
1157,남원시,20,35.41793721,127.3988507
1158,남원시,19,35.39408312,127.3757288
1159,남원시,16,35.39553171,127.3656875
1160,남원시,15,35.42589138,127.4082959
1161,남원시,13,35.41686556,127.394815
1162,남원시,18,35.41740467,127.3940041
1163,남원시,14,35.42032837,127.4014987
1164,김제시,95,35.80707249,126.8975101
1165,김제시,60,35.8097341,126.7919374
1166,김제시,80,35.79978828,126.880675
1167,김제시,131,35.80290626,126.8884378
1168,김제시,90,35.79420991,126.8846455
1169,김제시,94,35.87788376,126.9482622
1170,김제시,91,35.85102277,126.8207911
1171,김제시,48,35.79019037,126.8513252
1172,김제시,72,35.78019953,126.9244702
1173,김제시,79,36.59912853,126.6481585
1174,김제시,123,35.79572377,126.9034806
1175,김제시,124,35.79974174,126.9004346
1176,김제시,80,35.79151296,126.8986472
1177,김제시,82,35.77203465,127.009928
1178,김제시,60,35.77606658,127.0084514
1179,김제시,79,35.71541973,126.9982853
1180,김제시,99,35.80115282,126.9082222
1181,김제시,77,35.71830836,126.9961732
1182,김제시,53,35.80219505,126.896883
1183,김제시,63,35.79600137,126.9033816
1184,김제시,99,35.80368015,126.8996582
1185,김제시,30,35.80689365,126.8908176
1186,김제시,44,35.80117788,126.8966697
1187,김제시,23,35.80252976,126.9048441
1188,김제시,62,35.80308887,126.8997074
1189,김제시,24,35.8010828,126.9054398
1190,김제시,49,35.79963259,126.898496
1191,김제시,40,35.79774791,126.8783329
1192,김제시,32,35.80315398,126.9069178
1193,김제시,21,35.80971005,126.8928694
1194,김제시,13,35.80101645,126.9061117
1195,김제시,20,35.80658657,126.8891186
1196,김제시,13,35.7970927,126.9042696
1197,김제시,20,35.80674764,126.8897278
1198,김제시,20,35.80207076,126.9000861
1199,김제시,13,35.80611038,126.8945721
1200,김제시,13,35.80207076,126.9000861
1201,김제시,11,35.80383932,126.8989078
1202,김제시,13,35.7970927,126.9042696
1203,김제시,16,35.80110225,126.8994188
1204,김제시,16,35.80110225,126.8994188
1205,김제시,12,35.85741023,126.8189847
1206,김제시,13,35.80101645,126.9061117
1207,김제시,11,35.80383932,126.8989078
1208,김제시,20,35.80428978,126.8933894
1209,김제시,13,35.79460832,126.8936996
1210,김제시,20,35.79725284,126.8801241
1211,김제시,49,35.81980644,126.9248615
1212,완주군,54,35.9609137,127.1284041
1213,완주군,91,35.88164648,127.2428427
1214,완주군,20,36.03164682,127.1994232
1215,완주군,45,35.92990221,127.1577801
1216,완주군,58,35.83457264,127.0550705
1217,완주군,44,35.99425558,127.1302364
1218,완주군,82,35.9063281,127.0719952
1219,완주군,78,35.76229128,127.2157942
1220,완주군,84,35.82208736,127.0126801
1221,완주군,79,35.93294417,127.1507674
1222,완주군,99,35.92402891,127.0929367
1223,완주군,79,35.93590533,127.1674702
1224,완주군,95,35.91513974,127.0759005
1225,완주군,99,35.78958085,127.2299604
1226,완주군,86,35.97495603,127.210342
1227,완주군,92,35.90241832,127.1697778
1228,완주군,58,35.92760197,127.1621038
1229,완주군,49,36.93709527,128.3212025
1230,완주군,79,35.74685323,127.1186195
1231,완주군,99,35.90815527,127.0661277
1232,완주군,49,35.93502921,127.1672266
1233,완주군,159,35.91157645,127.0678117
1234,완주군,79,35.88219424,127.1524192
1235,완주군,47,35.73987171,127.1395302
1236,완주군,54,36.0911395,127.2756377
1237,완주군,36,35.90921999,127.0708954
1238,완주군,89,35.95733517,127.1238304
1239,완주군,49,35.93615536,127.1638553
1240,완주군,99,35.92645466,127.1726599
1241,완주군,70,35.96003314,127.1252916
1242,완주군,99,35.90592441,127.0723777
1243,완주군,63,35.72046655,127.1171624
1244,완주군,51,35.90010451,127.0952327
1245,완주군,120,35.87305799,127.1796113
1246,완주군,90,35.93373666,127.174993
1247,완주군,24,35.96228409,127.1230138
1248,완주군,25,35.96436776,127.1222157
1249,완주군,85,35.93327929,127.1620829
1250,완주군,42,35.96004162,127.121608
