,도로명,위도,경도
0,전라북도 진안군 임진로 1328-1,35.6915915973016,127.397120554642
1,전라북도 진안군 관진로 802-3,35.7093309372848,127.325497674329
2,전라북도 진안군 관진로 790-0,35.7088576748039,127.324664980586
3,전라북도 진안군 임진로 2119-0,35.734779687673,127.368877204051
4,전라북도 진안군 마령면 마이산남로 183,35.7571842517981,127.393508915305
5,전라북도 진안군 진안읍 진무로 1079-1,35.7913428518927,127.426952638309
6,전라북도 진안군 중앙로 56-0,35.7903800041171,127.424314485414
7,전라북도 진안군 상역로 29-4,35.7964292156202,127.422991603144
8,전라북도 진안군 대광1길 2-0,35.7873748991984,127.420400424974
9,전라북도 진안군 진무로 959-0,35.7820337932334,127.424805344845
10,전라북도 진안군 진무로 1104 0,35.7918752303404,127.429305022651
11,전라북도 진안군 진무로 1119-0,35.7923513409723,127.430924060907
12,전라북도 진안군 진장로 51-12,35.7934940134804,127.436479628478
13,전라북도 진안군 중앙로 54 0,35.7901919649193,127.424171675914
14,전라북도 진안군 진안읍 진무로 1110,35.7919507463467,127.429862614619
15,전라북도 진안군 양지길 39 0,35.8395042232925,127.569131526655
16,전라북도 진안군 진성로 1620-0,35.8380761181886,127.568939918411
17,전라북도 진안군 진무로 2980-0,35.896348581671,127.551038622606
18,전라북도 전주시 완산구 서신천변9길 11 0,35.829691842309,127.113087761175
19,전라북도 진안군 부귀로 300-0,35.8359289590403,127.360668986265
20,전라북도 진안군 부귀로 347-0,35.8379332373177,127.365299834253
21,전라북도 진안군 곰티로 1299-0,35.7995760377666,127.336601439309
22,전라북도 진안군 안용로 1016-0,35.9655048447509,127.518826560548
23,전라북도 진안군 동상주천로 2221-0,35.9755314218793,127.426011492655
24,전라북도 정읍시 청수5길 15-1,35.5643783697957,126.853292145808
25,전라북도 정읍시 정읍사로 547-0,35.5521923401926,126.862930901485
26,전라북도 정읍시 관통로 30-0,35.5642950099705,126.860125847609
27,전라북도 정읍시 초산로 21-0,35.5611764776675,126.852603082119
