,학교명,주소,위도,경도
332,이안어린이집,전라북도 전주시 완산구 삼천동1가 용리로 165,35.79912396,127.1249104
333,해피트리어린이집,전라북도 전주시 완산구 삼천천변3길 20,35.7967368,127.112096
334,아띠맘어린이집,전라북도 전주시 완산구 거마평로 139,35.80496429,127.1156678
335,곤지곤지어린이집,전라북도 전주시 완산구 평화로 100,35.78663581,127.1348871
336,다정어린이집,전라북도 전주시 완산구 삼천천변3길 20,35.7967368,127.112096
337,산들어린이집,전라북도 전주시 완산구 양지2길 10,35.79100213,127.1208614
338,금빛또래어린이집,전라북도 전주시 완산구 백제대로 31,35.79744025,127.1290677
339,꿈별어린이집,전라북도 전주시 완산구 서곡로 34,35.83143239,127.0992794
340,예스맘어린이집,전라북도 전주시 완산구 강변로 210,35.80700415,127.1106519
341,꿈이있는어린이집,전라북도 전주시 완산구 평화로 181,35.79264502,127.1358235
342,효자아이꿈어린이집,전라북도 전주시 완산구 거마평로 217,35.81083645,127.1143659
343,송정좋은친구 어린이집,전라북도 전주시 완산구 평화7길 40,35.78510901,127.1391306
344,송정아가방어린이집,전라북도 전주시 완산구 평화7길 40,35.78510901,127.1391306
345,솔밭영재어린이집,전라북도 전주시 완산구 양지2길 10,35.79100213,127.1208614
346,풍림아이원어린이집,전라북도 전주시 완산구 우전1길 40,35.80602744,127.105969
347,꿈오름 어린이집,전라북도 전주시 완산구 솟대로 10,35.79527015,127.1272377
348,베이비스쿨24시어린이집,전라북도 전주시 완산구 새터로 63,35.83579224,127.1129408
349,나래어린이집,전라북도 전주시 완산구 온고을로 119,35.83265626,127.1118344
350,아이깨비어린이집,전라북도 전주시 완산구 온고을로 119,35.83265626,127.1118344
351,삼천아기사랑어린이집,전라북도 전주시 완산구 삼천동1가 송정중앙로 19,35.80170479,127.1203491
352,파니파니어린이집,전라북도 전주시 완산구 서신로 102,35.83527881,127.1169762
353,엔젤어린이집,전라북도 전주시 완산구 세내로 559,35.83349772,127.0977246
354,해달별어린이집,전라북도 전주시 완산구 당산로 55,35.83252847,127.1144094
355,꽃잔디어린이집,전라북도 전주시 완산구 당산로 101,35.83241109,127.118635
356,꼬마꿈어린이집,전라북도 전주시 완산구 하거마6길 14-4,35.79719949,127.1187778
357,휴먼시아어린이집,전라북도 전주시 완산구 소태정로 1,35.80604358,127.0974304
358,도화어린이집,전라북도 전주시 완산구 용리로 162,35.79622852,127.1279569
359,젤로어린이집,전라북도 전주시 완산구 장승배기로 378-4,35.80472069,127.151084
360,송이송이어린이집,전라북도 전주시 완산구 백제대로 13,35.79628037,127.1306079
361,우리두리어린이집,전라북도 전주시 완산구 호암로 41,35.81043018,127.0993336
362,아이숲어린이집,전라북도 전주시 완산구 효자동2가 우전로 180,35.81024102,127.1017938
363,베이비팰리움어린이집,전라북도 전주시 완산구 호암로 40,35.80882672,127.0995864
364,나무숲어린이집,전라북도 전주시 완산구 용호로 147,35.81632844,127.0968513
365,풀빛유기농어린이집,전라북도 전주시 완산구 효자동3가 용호로 149,35.81656727,127.0968513
366,사랑숲어린이집,전라북도 전주시 완산구 신봉로 74,35.80877563,127.1222364
367,진주어린이집,전라북도 전주시 완산구 신봉로 64,35.80877022,127.1212615
368,해와달어린이집,전라북도 전주시 완산구 공북3길 27-2,35.82701916,127.1388072
369,행복웃음어린이집,전라북도 전주시 완산구 세내로 241,35.81273369,127.1096328
370,꼬마숲나라어린이집,전라북도 전주시 완산구 흑석로 31,35.80177473,127.1508681
371,현대아이사랑어린이집,전라북도 전주시 완산구 세내로 545,35.83269294,127.098777
372,브레인어린이집,전라북도 전주시 완산구 소태정5길 18-7,35.80452565,127.0979075
373,예린어린이집,전라북도 전주시 완산구 농소7길 23,35.81849684,127.0993172
374,꼬마스타어린이집,전라북도 전주시 완산구 효자동2가 소태정4길 23-4,35.80523276,127.1030025
375,예닮어린이집,전라북도 전주시 완산구 평화동2가 구이로 2065,35.78244163,127.1281826
376,금모래숲속어린이집,전라북도 전주시 완산구 평화동2가 양지3길 25,35.78978846,127.1204364
377,애플트리어린이집,전라북도 전주시 완산구 효자동2가 소태정로 1,35.80604358,127.0974304
378,연두어린이집,전라북도 전주시 완산구 효자동3가 농소7길 19,35.81839581,127.0989896
379,한아름어린이집,전라북도 전주시 완산구 효자동2가 호암로 40,35.80882672,127.0995864
380,금호리베폴어린이집,전라북도 전주시 완산구 효자동1가 효동3길 33,35.80246017,127.1298411
381,열린꼬마숲어린이집,전라북도 전주시 완산구 효자동1가 효동3길 33,35.80246017,127.1298411
382,테바솔어린이집,전라북도 전주시 완산구 효자동3가 농소7길 32-16,35.81807066,127.0991793
383,예수병원어린이집,전라북도 전주시 완산구 강당5길 18,35.81378907,127.1354474
384,전라북도청어린이집,전라북도 전주시 완산구 효자동3가 효자로 225,35.81944731,127.1063738
385,전북지방경찰청어린이집,전라북도 전주시 완산구 효자동3가 유연로 180,35.82426419,127.1050362
386,전주대학교 수퍼스타어린이집,전라북도 전주시 완산구 효자동2가 천잠로 303,35.81616417,127.0888841
